Sample_ID	MJ006-2-barcode50-umi50296bins-ubs-7	MJ006-1-barcode46-umi100611bins-ubs-4	MJ005-barcode65-umi8101bins-ubs-23	MJ006-1-barcode33-umi150609bins-ubs-3	MJ006-1-barcode45-umi127614bins-ubs-3	MJ006-1-barcode38-umi103067bins-ubs-4	MJ006-2-barcode69-umi128054bins-ubs-4	MJ006-1-barcode40-umi115234bins-ubs-4	MJ006-2-barcode69-umi62539bins-ubs-7	MJ006-2-barcode67-umi38620bins-ubs-11	MJ006-2-barcode65-umi143013bins-ubs-3	MJ006-1-barcode29-umi118459bins-ubs-5	MJ006-2-barcode63-umi107469bins-ubs-4	MJ006-2-barcode65-umi48515bins-ubs-8	MJ006-2-barcode50-umi133669bins-ubs-5	MJ005-barcode81-umi85457bins-ubs-4	MJ006-2-barcode68-umi139471bins-ubs-3	MJ005-barcode26-umi62651bins-ubs-4	MJ005-barcode81-umi51374bins-ubs-6	MJ006-1-barcode25-umi113087bins-ubs-4	MJ005-barcode26-umi77756bins-ubs-3	MJ006-1-barcode26-umi116737bins-ubs-5	MJ006-1-barcode29-umi101767bins-ubs-4	MJ006-1-barcode48-umi169942bins-ubs-3	MJ006-1-barcode45-umi38159bins-ubs-10
Sample21	0.0106836125499553	0.0038105828158811	0.0085220184000343	0.0078534355441505	0.0111387700735756	0.0013109380316758	0.0006587300559168	0.0006588747360687	0.0006585687015788	0.0001095746369816	0.0001096073677476	0.0001095323215852	0.0001095224856541	0.0001095595302198	0.0071761180796426	8.407439513200147e-05	8.490956402011144e-05	8.500073909949808e-05	8.494156640866814e-05	8.50077961639688e-05	8.409276966692791e-05	8.497628748987744e-05	0.0103420150449952	0.0065100206	0.0028645963999999
Sample22	0.0039064476132533	0.0099357224792429	0.0062707843932123	0.0064678331996193	0.0091952789222836	0.0044867693158728	0.0006301860372536	0.0006305931799605	0.0006301204540731	0.0001091453287006	0.0001091481135733	0.0001091201533011	0.0001090727523522	0.0001091456994551	0.0090787964274125	6.589835079317235e-05	6.654663433934e-05	6.663367857835775e-05	6.657171574534938e-05	6.663430485905618e-05	6.591275293720613e-05	6.662123257259729e-05	0.0102064382584077	0.004685165	0.00255467
Sample23	0.0123749297009065	0.00718014149538	0.0043595666556093	0.0031615226171765	0.0047077422026991	0.0060560179516796	0.0005518008299912	0.0005516322408262	0.0005517074636665	0.0001106044310632	0.0001106164354187	0.0001105296154275	0.0001105430615954	0.0001106008896316	0.0014826044843679	8.536332246896854e-05	8.623592032613005e-05	8.628784449022129e-05	8.626842261797041e-05	8.628249880943878e-05	8.53819787001276e-05	8.625745780639796e-05	0.0058596864210639	0.0024869002	0.0020401648
Sample24	0.0089683404059479	0.0090023594238157	0.0052489631622898	0.0122595624323077	0.0027118486968627	0.0086459032825511	0.0006481500671474	0.000648342319381	0.0006480916639311	0.0001232977431437	0.0001233722874907	0.0001232421853942	0.0001232641065235	0.0001233283808125	0.0051515162224501	9.555506230200455e-05	9.652296315892502e-05	9.657380260537788e-05	9.655934263404426e-05	9.656895626450176e-05	9.557594594710132e-05	9.653807642314212e-05	0.0063916431070449	0.0062683026	0.0030137993999999
Sample25	0.0079604691317947	0.0029726507386088	0.0041805143980516	0.0034052160508215	0.0029412080889253	0.0131220874880777	0.0005761750942067	0.0005761866308626	0.000576136950926	0.0001008145881354	0.0001008496855646	0.0001008049225973	0.000100756655903	0.000100818545789	0.0086820359883725	7.71031080810349e-05	7.787342747967669e-05	7.79636741133274e-05	7.790277795053594e-05	7.793910729882488e-05	7.711995903488531e-05	7.793488671935092e-05	0.0099447466894171	0.0004081981999999	0.0016327928
Sample26	0.0117829374127007	0.0044676301101898	0.0091025309481412	0.0039486231684536	0.0029529810173714	0.0108216400085161	0.0006108042521268	0.0006106330032081	0.000610750754833	7.023969742879672e-05	7.028016600913601e-05	7.019339699132084e-05	7.025241681410282e-05	7.026544679288626e-05	0.0068738486413389	9.69645103764754e-05	9.793768381087151e-05	9.80115939072686e-05	9.797459649376923e-05	9.800636680188656e-05	9.698570205772078e-05	9.79852796369286e-05	0.0007623377006877	0.0074363478	0.0035124941999999
Sample27	0.0055120289060982	0.0124825572569267	0.0038494101800924	0.0115613045442426	0.0068773844580719	0.0048119743871015	0.0005830205387519	0.0005832709773165	0.0005829230299706	0.0001002233095279	0.0001001942833815	0.0001001919473051	0.0001001958997158	0.0001001901850274	0.007598762123097	8.885793174045212e-05	8.977859094617105e-05	8.987499827958592e-05	8.98124284694782e-05	8.981603595722367e-05	8.887735172162109e-05	8.982354505980869e-05	0.009882524050403	0.005578796	0.0031501669999999
Sample28	0.0094245382113883	0.0111147176238679	0.0077509067014461	0.0105636794985091	0.0009497080380803	0.0132391586188875	0.0007455407997227	0.0007457024588533	0.0007454984412356	0.0001025920595295	0.0001026357800286	0.0001025516949428	0.0001025972454316	0.000102614874117	0.0082124813565297	8.748633764438178e-05	8.838615323703266e-05	8.845598722752491e-05	8.841946595099561e-05	8.842183987105611e-05	8.75054578624233e-05	8.841185370258683e-05	0.0037038848125579	0.0074972224	0.0101454826
Sample29	0.0029213359422225	0.0020447572134952	0.0124360572042432	0.0018277365635509	0.006421675044761	0.0011948721638195	0.0004876664016326	0.0004878208253861	0.0004876090662514	8.943397264380272e-05	8.946103017301668e-05	8.939955041491039e-05	8.939733268614431e-05	8.945354222367632e-05	0.0049460763984035	9.33139737303517e-05	9.425803587850103e-05	9.431967132426568e-05	9.429356170322508e-05	9.429221365959913e-05	9.333436758351878e-05	9.427176399722698e-05	0.004202695357273	0.0021960427999999	0.0087841712
Sample30	0.0003378551066986	0.0003379677150331	0.0003378402842904	0.000337939890623	0.000337939890623	0.0027750342394023	0.0003378212952972	0.0003379677150331	0.0003378311853464	0.0001011938380548	0.0001012543129993	0.0001011310221573	0.0001011064905939	0.0001012088512003	0.0016721429735343	6.328879312138525e-05	6.393036308910749e-05	6.397813802577622e-05	6.395445842328753e-05	6.398365819596678e-05	6.330262494423494e-05	6.396240427390548e-05	0.006079998647636	0.0084396776	0.0101830573999999
Sample31	0.0003539288355225	0.0003538608287104	0.0003538841268022	0.0003538194371262	0.0003538194371262	0.0115802129724098	0.0003538934155165	0.0003538608287104	0.0003538787077751	6.90847407683109e-05	6.910650067582542e-05	6.9050211317129e-05	6.905524131135257e-05	6.90811100717346e-05	0.0058098667553446	8.351621394705516e-05	8.435577725112413e-05	8.442220619254371e-05	8.438757091761797e-05	8.439724026387595e-05	8.353446649097994e-05	8.438447898387749e-05	0.005244383591861	0.0106281248	0.0102526261999999
Sample32	0.0003712901916301	0.0003711744087198	0.000371253671564	0.0003711826832103	0.0003711826832103	0.0095598574758991	0.000371253034158	0.0003711744087198	0.0003712099616455	7.517991350861063e-05	7.521829851474124e-05	7.515248668737604e-05	7.51634959547733e-05	7.519454492804029e-05	0.0073655844360008	9.428122539260612e-05	9.523222635978512e-05	9.531018475525808e-05	9.526811935660184e-05	9.529842693430926e-05	9.430183063949685e-05	9.528014834814689e-05	0.0038919630225548	0.0026578735999999	0.0082106474
Sample33	0.0003432685464962	0.0003430964976497	0.0003430349690499	0.0003431004302516	0.0003431004302516	0.0110317959441411	0.0003432341933359	0.0003430964976497	0.0003432397018394	0.000104157292755	0.0001041164594787	0.0001041127760084	0.0001040941230016	0.0001041219121723	0.0033148927403951	7.60043920486727e-05	7.678863486899282e-05	7.685514013841751e-05	7.681757648185088e-05	7.684072778057765e-05	7.602100287714273e-05	7.682255978649274e-05	0.0100374243906013	0.0108452949999999	0.0101361549999999
Sample34	0.0003311552298495	0.00033119086765	0.0003311646589388	0.0003311724482771	0.0003311724482771	0.0099460325299769	0.0003311220889492	0.00033119086765	0.0003311609425616	0.0001028587187132	0.0001028522593479	0.000102819897844	0.0001028512463732	0.0001028519504479	8.188725019215125e-05	7.096021829150348e-05	7.168318470402975e-05	7.174172229068541e-05	7.17102020742913e-05	7.171383691393626e-05	7.097572671124694e-05	7.169592773106466e-05	0.0062679341557628	0.0109692568	0.0101491972
Sample35	0.0004512063831297	0.000451063506964	0.0004510582982202	0.0004511128728534	0.0004511128728534	0.0120158024984486	0.0004511612279142	0.000451063506964	0.0004511726056231	8.092132629267184e-05	8.097461977983377e-05	8.088327898024092e-05	8.092022404631348e-05	8.095385654768182e-05	0.00352901792085	8.016855120499988e-05	8.098885525687132e-05	8.104008511018642e-05	8.101937993150133e-05	8.102864491809264e-05	8.018607211421135e-05	8.101778166616664e-05	0.0013453425470339	0.0070077331999999	0.0090997898
Sample36	0.0003458389213199	0.0003456775387762	0.0003456134369999	0.0003456808497815	0.0003456808497815	0.011192595278937	0.0003458043109252	0.0003456775387762	0.0003458149901242	6.771610125546612e-05	6.777076339231685e-05	6.764838353420738e-05	6.767378452782449e-05	6.772194547041619e-05	0.009820541796716	7.181644473539461e-05	7.255125166347556e-05	7.262258122148274e-05	7.257859620790705e-05	7.258184375072825e-05	7.183214028420004e-05	7.258496529346392e-05	0.0019756469553086	0.0109585772	0.0100333238
Sample37	0.0003788275480134	0.0003788842704325	0.000378955659878	0.0003788759113429	0.0003788759113429	0.0072295108298408	0.0003787896362281	0.0003788842704325	0.0003787676128151	7.669933396285174e-05	7.673454777227582e-05	7.666996324062808e-05	7.673600789865503e-05	7.67140381473508e-05	0.0075415909302417	9.511401337135108e-05	9.608039245479096e-05	9.618113013270098e-05	9.611660512514796e-05	9.61689594665746e-05	9.51348006248061e-05	9.614857906820834e-05	0.0024503417575171	0.0114306428	0.0101035712
Sample38	0.0003431343162531	0.0003429647829517	0.0003429152973852	0.0003429985710244	0.0003429985710244	0.0081076118264745	0.0003430999765261	0.0003429647829517	0.0003430894473903	9.284988874763091e-05	9.28946578547518e-05	9.281671220632404e-05	9.286500546511832e-05	9.285670541893624e-05	0.009384059974939	8.622510031252652e-05	8.70910258342814e-05	8.716854876299635e-05	8.712385041512471e-05	8.715854853499334e-05	8.624394488601101e-05	8.713954963897639e-05	0.0054393951495643	0.0088694398	0.0093126262
Sample39	0.000406774005291	0.0004065635364866	0.0004066286904165	0.0004065572843911	0.0004065572843911	0.0113905781000789	0.0004067332967183	0.0004065635364866	0.0004066655435589	0.0001196331163761	0.0001196550314369	0.000119592708509	0.0001196254069751	0.0001196510158647	0.0017670695512597	7.050869202236015e-05	7.122404082192595e-05	7.129433297610596e-05	7.125088514099958e-05	7.129118862736956e-05	7.052410176063002e-05	7.12751175534777e-05	0.0058973493902231	0.0028368179999999	0.007776735
Sample40	0.0001948763798536	0.0001946936162618	0.0001947277019497	0.0001947352475534	0.0001947352475534	0.0073655944255317	0.0001948568772817	0.0001946936162618	0.0001948472857173	9.4873182511227e-05	9.488389376724648e-05	9.48233734649528e-05	9.482001541601226e-05	9.48699273324074e-05	0.0046780791598307	8.023805840847543e-05	8.103601003472022e-05	8.109900028364988e-05	8.106655248197151e-05	8.11022092659837e-05	8.025559450854893e-05	8.107197084688393e-05	0.0060983478176114	0.0021504487999999	0.0075050372
Sample41	0.0003922200919028	0.0003922079667399	0.0003921994232403	0.000392260329957	0.000392260329957	0.0035498276307201	0.0003921808398367	0.0003922079667399	0.0003921583966775	6.990462252880367e-05	6.995366728488689e-05	6.985709122163134e-05	6.986231918270443e-05	6.992667392923386e-05	0.0076145763792313	7.810655839042343e-05	7.88964759707357e-05	7.898633667867834e-05	7.89262120282565e-05	7.896205381172445e-05	7.812362864924452e-05	7.894411994319747e-05	0.0013978244256621	0.0029881629999999	0.007692565
Sample42	0.0003762602561975	0.0003762872199474	0.0003762873462055	0.0003762237717077	0.0003762237717077	0.0111549226309828	0.000376222601338	0.0003762872199474	0.0003762223296337	0.0001536688149745	0.0001537370462356	0.0001535916919949	0.000153633983059	0.0001536937799863	0.0022059343648029	6.629317532210415e-05	6.696936768227928e-05	6.701479873591575e-05	6.699460841635556e-05	6.700213289159318e-05	6.630766375539502e-05	6.698450759686106e-05	0.0070960312287146	0.0043622024	0.0077916086
Sample43	0.000385233766735	0.0003852319550993	0.0003851754098015	0.0003852075156058	0.0003852075156058	0.0102786539106735	0.0003851952138369	0.0003852319550993	0.0003852181810884	9.687823579326115e-05	9.69179658731162e-05	9.685912070395348e-05	9.6859303352491e-05	9.689625207245364e-05	0.0048563192736168	6.471915250821701e-05	6.536306391126535e-05	6.541461602821866e-05	6.53876992299445e-05	6.541867201218605e-05	6.473329693740147e-05	6.538535426952786e-05	0.0067089238765359	0.0044118128	0.0075349052
Sample44	0.0003359258111103	0.0003359062351013	0.0003359029717241	0.0003359053000328	0.0003359053000328	0.0046719693719061	0.0003358921927863	0.0003359062351013	0.0003358563586315	9.289215101656264e-05	9.295734656773643e-05	9.283208065943072e-05	9.28358790031682e-05	9.291347479921155e-05	0.0056315332307208	9.601820610291332e-05	9.700449269332584e-05	9.705116476217022e-05	9.704105365677844e-05	9.703086666616364e-05	9.603919096850576e-05	9.700173613696551e-05	0.0032195041668838	0.0045209922	0.0074757137999999
Sample45	0.0004246574257291	0.0004247331042914	0.0004246225494696	0.0004247759260797	0.0004247759260797	0.004246091955005	0.0004246149274439	0.0004247331042914	0.000424649214116	0.0001339983754771	0.0001340185581708	0.0001339398328745	0.0001339825506462	0.0001339962708753	0.0058686717322623	8.624273700496135e-05	8.711857343103774e-05	8.720489840268165e-05	8.71514083945618e-05	8.719092588899736e-05	8.626158543296086e-05	8.717813401944976e-05	0.0083787801896068	0.0045763882	0.0068209438
Sample46	0.0003592876765156	0.000359515889431	0.0003594805940024	0.000359454336942	0.000359454336942	0.0039445400556947	0.0003592517202148	0.000359515889431	0.0003592548665465	9.989530328285084e-05	9.992645180459849e-05	9.982023624124098e-05	9.986060832010426e-05	9.99016003401208e-05	0.0104591327606867	8.110508189659978e-05	8.192554993494098e-05	8.200196786576552e-05	8.195642764950699e-05	8.197137171255232e-05	8.1122807485439e-05	8.196076058262998e-05	0.0032777765889536	0.005258708	0.0069443809999999
Sample47	0.0004325641415551	0.0004325180918887	0.0004324256861413	0.0004325394856054	0.0004325394856054	0.0066644927046095	0.0004325208519925	0.0004325180918887	0.0004325194467338	0.0001121235139476	0.00011211933732	0.00011208045521	0.0001120367428388	0.0001121126309742	0.0076248182373629	6.6114079204055e-05	6.678353349977622e-05	6.685524663566089e-05	6.680870419300628e-05	6.684066211535717e-05	6.612852849572765e-05	6.683797687301356e-05	0.0094838931243718	0.0052749712	0.0069461518
Sample48	0.0005201678886102	0.0005202400610392	0.0005202219227464	0.00052023044631	0.00052023044631	0.0113558663318713	0.0005201158319595	0.0005202400610392	0.0005201396174501	7.403154684882212e-05	7.402511828229022e-05	7.402665444443139e-05	7.396578370728689e-05	7.402280172783035e-05	0.0056349322335289	7.581889899079371e-05	7.658097879758587e-05	7.665012404798954e-05	7.660984214493447e-05	7.664276592032975e-05	7.583546927958856e-05	7.662970578293713e-05	0.0092751618930481	0.0054523116	0.0066997734
Sample49	0.0003095329449562	0.0003095534831656	0.0003095165036335	0.000309529212166	0.000309529212166	0.0106406595317801	0.0003095019679413	0.0003095534831656	0.0003095485542408	9.61264246072316e-05	9.611040825778974e-05	9.612200725245036e-05	9.610140265552265e-05	9.610604611028104e-05	0.0104141303431436	7.617244986530397e-05	7.696824112615341e-05	7.699843125004571e-05	7.69972504325545e-05	7.699071615507088e-05	7.618909742296149e-05	7.69748966275386e-05	0.0099590061165075	0.0061088057999999	0.0067318512
Sample50	0.0005007453091264	0.0005007621199478	0.0005008082930085	0.0005007412231769	0.0005007412231769	0.012120277130617	0.000500695196222	0.0005007621199478	0.000500684934609	0.0001091663315013	0.0001092203264067	0.0001090689189772	0.00010914599449	0.0001091971553934	0.0066286257582356	6.843263179782137e-05	6.91255913642302e-05	6.920196159141998e-05	6.915164477834884e-05	6.918864341155293e-05	6.844758781125572e-05	6.916634613667903e-05	0.0003837296363763	0.0062184608	0.0066060992
Sample51	0.0004361136633419	0.000435972073072	0.0004359598863706	0.000436012989521	0.000436012989521	0.0108063002943974	0.000436070018555	0.000435972073072	0.0004360686500322	8.671807859554433e-05	8.677815964473279e-05	8.664806912401985e-05	8.673514595706112e-05	8.674554143636041e-05	0.005812768322388	6.083893452534508e-05	6.144477381103234e-05	6.148990017307414e-05	6.146793232737818e-05	6.148449630567712e-05	6.08522309293878e-05	6.146664955058241e-05	0.0006353968834666	0.006262586	0.006577394
Sample52	0.0003062895120481	0.0003062289468471	0.0003062428638806	0.000306199529145	0.000306199529145	0.007540494255618	0.0003062588596251	0.0003062289468471	0.0003062240876581	0.0001082916394134	0.0001083494646729	0.0001082394386529	0.000108247921696	0.0001082929133591	0.0007507396489977	8.226376601377922e-05	8.310046604379507e-05	8.317191817693163e-05	8.313178658388104e-05	8.314634023223149e-05	8.228174483407793e-05	8.312365875589933e-05	0.0080897280883057	0.0063690358	0.0065463681999999
Sample53	0.0002214934696588	0.0002216777445728	0.0002216784259138	0.000221639888397	0.000221639888397	0.0004759788196062	0.0002214713033382	0.0002216777445728	0.0002214584284511	0.0001008070202992	0.0001008643710856	0.0001007376527157	0.0001007774479364	0.0001008122712348	0.0055697940146813	7.102321155239018e-05	7.174655337736254e-05	7.178529713322816e-05	7.17735946312576e-05	7.178139580598596e-05	7.103873373936765e-05	7.175204875228467e-05	0.004402742546669	0.007155312	0.006711093
